label,family,source,closure_mode,success,failure_reason,steps,r_final,horizon_hit,regularity_ok,boundary_residual_qnorm,boundary_residual_qprime_norm,final_mass,integrated_abs_ricci,peak_qnorm,peak_imag_to_real_ratio,half_mass_radius,mass_90_radius,ricci_half_radius,ricci_90_radius,settling_radius,core_radius,soft_region_width,omega,theta,phi,rho,a0,b0,c0,d0,provisional,notes
rich_nbhd_01,rich_neighborhood,ordered_rich_anchor_neighborhood,minimal_trace,True,,2000,20.001000000000328,False,True,0.014896347121449506,0.0014455251404938952,0.1082188762469569,0.007846995788375045,0.03297442541400256,4.050029777342404,14.670999999999731,19.00100000000017,14.28099999999974,18.86100000000015,0.001,7.8509999999998765,20.000000000000327,0.5,2.891592653589793,-1.8207963267948966,1.5707963267948966,0.007904390832136154,0.030956103072842973,0.0020183223411595922,0.007904390832136147,True,"Uses closure mode 'minimal_trace' with standard static scalar-multiplet stress bookkeeping and the corresponding configured Ricci-feedback rule. Ordered-state seeds are mapped into small regular-origin component amplitudes using central_amplitude_base * exp(omega), with the ordered map supplying component direction. Any non-baseline closure mode should be read as a numerical stress variant, not a uniquely derived fresh-tree closure for the xi R |q|^2 model."
rich_nbhd_02,rich_neighborhood,ordered_rich_anchor_neighborhood,minimal_trace,True,,2000,20.001000000000328,False,True,0.014896347121449481,0.0014455251404938963,0.10821887624695692,0.00784699578837504,0.03297442541400256,5.694723776388922,14.670999999999731,19.00100000000017,14.28099999999974,18.86100000000015,0.001,7.8509999999998765,20.000000000000327,0.5,2.891592653589793,-1.8207963267948966,1.8207963267948966,0.0057030848759468235,0.03049309373328736,-0.005703084875946816,0.00961424005067809,True,"Uses closure mode 'minimal_trace' with standard static scalar-multiplet stress bookkeeping and the corresponding configured Ricci-feedback rule. Ordered-state seeds are mapped into small regular-origin component amplitudes using central_amplitude_base * exp(omega), with the ordered map supplying component direction. Any non-baseline closure mode should be read as a numerical stress variant, not a uniquely derived fresh-tree closure for the xi R |q|^2 model."
rich_nbhd_03,rich_neighborhood,ordered_rich_anchor_neighborhood,minimal_trace,True,,2000,20.001000000000328,False,True,0.014896347121449506,0.0014455251404938952,0.1082188762469569,0.007846995788375045,0.03297442541400256,4.050029777342405,14.670999999999731,19.00100000000017,14.28099999999974,18.86100000000015,0.001,7.8509999999998765,20.000000000000327,0.5,2.891592653589793,-1.5707963267948966,1.3207963267948966,0.007904390832136152,0.030956103072842973,0.00790439083213615,-0.002018322341159593,True,"Uses closure mode 'minimal_trace' with standard static scalar-multiplet stress bookkeeping and the corresponding configured Ricci-feedback rule. Ordered-state seeds are mapped into small regular-origin component amplitudes using central_amplitude_base * exp(omega), with the ordered map supplying component direction. Any non-baseline closure mode should be read as a numerical stress variant, not a uniquely derived fresh-tree closure for the xi R |q|^2 model."
rich_nbhd_04,rich_neighborhood,ordered_rich_anchor_neighborhood,minimal_trace,True,,2000,20.001000000000328,False,True,0.01489634712144954,0.0014455251404938952,0.10821887624695686,0.007846995788375038,0.03297442541400256,3.916317364645954,14.670999999999731,19.00100000000017,14.28099999999974,18.86100000000015,0.001,7.8509999999998765,20.000000000000327,0.5,2.891592653589793,-1.5707963267948966,1.5707963267948966,0.0081580034015672,0.03194933038239825,1.456798621727141e-18,-2.4558658970433896e-18,True,"Uses closure mode 'minimal_trace' with standard static scalar-multiplet stress bookkeeping and the corresponding configured Ricci-feedback rule. Ordered-state seeds are mapped into small regular-origin component amplitudes using central_amplitude_base * exp(omega), with the ordered map supplying component direction. Any non-baseline closure mode should be read as a numerical stress variant, not a uniquely derived fresh-tree closure for the xi R |q|^2 model."
rich_nbhd_05,rich_neighborhood,ordered_rich_anchor_neighborhood,minimal_trace,True,,2000,20.001000000000328,False,True,0.014896347121449507,0.0014455251404938952,0.1082188762469569,0.007846995788375045,0.03297442541400256,4.050029777342404,14.670999999999731,19.00100000000017,14.28099999999974,18.86100000000015,0.001,7.8509999999998765,20.000000000000327,0.5,2.891592653589793,-1.5707963267948966,1.8207963267948966,0.007904390832136154,0.030956103072842973,-0.007904390832136149,0.0020183223411595888,True,"Uses closure mode 'minimal_trace' with standard static scalar-multiplet stress bookkeeping and the corresponding configured Ricci-feedback rule. Ordered-state seeds are mapped into small regular-origin component amplitudes using central_amplitude_base * exp(omega), with the ordered map supplying component direction. Any non-baseline closure mode should be read as a numerical stress variant, not a uniquely derived fresh-tree closure for the xi R |q|^2 model."
rich_nbhd_06,rich_neighborhood,ordered_rich_anchor_neighborhood,minimal_trace,True,,2000,20.001000000000328,False,True,0.014896347121449481,0.0014455251404938963,0.10821887624695693,0.007846995788375041,0.03297442541400256,5.694723776388923,14.670999999999731,19.00100000000017,14.28099999999974,18.86100000000015,0.001,7.8509999999998765,20.000000000000327,0.5,2.891592653589793,-1.3207963267948966,1.3207963267948966,0.005703084875946823,0.03049309373328736,0.005703084875946818,-0.009614240050678093,True,"Uses closure mode 'minimal_trace' with standard static scalar-multiplet stress bookkeeping and the corresponding configured Ricci-feedback rule. Ordered-state seeds are mapped into small regular-origin component amplitudes using central_amplitude_base * exp(omega), with the ordered map supplying component direction. Any non-baseline closure mode should be read as a numerical stress variant, not a uniquely derived fresh-tree closure for the xi R |q|^2 model."
rich_nbhd_07,rich_neighborhood,ordered_rich_anchor_neighborhood,minimal_trace,True,,2000,20.001000000000328,False,True,0.014896347121449507,0.0014455251404938952,0.1082188762469569,0.007846995788375045,0.03297442541400256,4.050029777342405,14.670999999999731,19.00100000000017,14.28099999999974,18.86100000000015,0.001,7.8509999999998765,20.000000000000327,0.5,2.891592653589793,-1.3207963267948966,1.5707963267948966,0.007904390832136152,0.030956103072842973,-0.0020183223411595896,-0.007904390832136152,True,"Uses closure mode 'minimal_trace' with standard static scalar-multiplet stress bookkeeping and the corresponding configured Ricci-feedback rule. Ordered-state seeds are mapped into small regular-origin component amplitudes using central_amplitude_base * exp(omega), with the ordered map supplying component direction. Any non-baseline closure mode should be read as a numerical stress variant, not a uniquely derived fresh-tree closure for the xi R |q|^2 model."
rich_nbhd_08,rich_neighborhood,ordered_rich_anchor_neighborhood,minimal_trace,True,,2000,20.001000000000328,False,True,0.014896347121449565,0.0014455251404938978,0.10821887624695724,0.007846995788375055,0.032974425414002556,3.2807277833778437,14.670999999999731,19.00100000000017,14.28099999999974,18.86100000000015,0.001,7.8509999999998765,20.000000000000327,0.5,2.891592653589793,-1.3207963267948966,1.8207963267948966,0.009614240050678093,0.029494411856777872,-0.00961424005067809,-0.00570308487594682,True,"Uses closure mode 'minimal_trace' with standard static scalar-multiplet stress bookkeeping and the corresponding configured Ricci-feedback rule. Ordered-state seeds are mapped into small regular-origin component amplitudes using central_amplitude_base * exp(omega), with the ordered map supplying component direction. Any non-baseline closure mode should be read as a numerical stress variant, not a uniquely derived fresh-tree closure for the xi R |q|^2 model."
rich_nbhd_09,rich_neighborhood,ordered_rich_anchor_neighborhood,minimal_trace,True,,2000,20.001000000000328,False,True,0.014896347121449506,0.0014455251404938952,0.10821887624695689,0.007846995788375045,0.03297442541400256,16.306908622413296,14.670999999999731,19.00100000000017,14.28099999999974,18.86100000000015,0.001,7.8509999999998765,20.000000000000327,0.5,3.141592653589793,-1.8207963267948966,1.3207963267948966,0.002018322341159594,0.030956103072842973,0.007904390832136152,0.007904390832136147,True,"Uses closure mode 'minimal_trace' with standard static scalar-multiplet stress bookkeeping and the corresponding configured Ricci-feedback rule. Ordered-state seeds are mapped into small regular-origin component amplitudes using central_amplitude_base * exp(omega), with the ordered map supplying component direction. Any non-baseline closure mode should be read as a numerical stress variant, not a uniquely derived fresh-tree closure for the xi R |q|^2 model."
rich_nbhd_10,rich_neighborhood,ordered_rich_anchor_neighborhood,minimal_trace,True,,2000,20.001000000000328,False,True,0.01489634712144954,0.0014455251404938952,0.10821887624695685,0.007846995788375038,0.03297442541400256,32974425414.002563,14.670999999999731,19.00100000000017,14.28099999999974,18.86100000000015,0.001,7.8509999999998765,20.000000000000327,0.5,3.141592653589793,-1.8207963267948966,1.5707963267948966,4.4121981564286536e-18,0.03194933038239825,2.9553995347015135e-18,0.008158003401567193,True,"Uses closure mode 'minimal_trace' with standard static scalar-multiplet stress bookkeeping and the corresponding configured Ricci-feedback rule. Ordered-state seeds are mapped into small regular-origin component amplitudes using central_amplitude_base * exp(omega), with the ordered map supplying component direction. Any non-baseline closure mode should be read as a numerical stress variant, not a uniquely derived fresh-tree closure for the xi R |q|^2 model."
rich_nbhd_11,rich_neighborhood,ordered_rich_anchor_neighborhood,minimal_trace,True,,2000,20.001000000000328,False,True,0.014896347121449506,0.0014455251404938952,0.10821887624695689,0.007846995788375043,0.03297442541400256,16.306908622413367,14.670999999999731,19.00100000000017,14.28099999999974,18.86100000000015,0.001,7.8509999999998765,20.000000000000327,0.5,3.141592653589793,-1.8207963267948966,1.8207963267948966,-0.002018322341159585,0.030956103072842973,-0.007904390832136147,0.007904390832136147,True,"Uses closure mode 'minimal_trace' with standard static scalar-multiplet stress bookkeeping and the corresponding configured Ricci-feedback rule. Ordered-state seeds are mapped into small regular-origin component amplitudes using central_amplitude_base * exp(omega), with the ordered map supplying component direction. Any non-baseline closure mode should be read as a numerical stress variant, not a uniquely derived fresh-tree closure for the xi R |q|^2 model."
rich_nbhd_12,rich_neighborhood,ordered_rich_anchor_neighborhood,minimal_trace,True,,2000,20.001000000000328,False,True,0.01489634712144954,0.0014455251404938952,0.10821887624695685,0.007846995788375038,0.03297442541400256,32974425414.002563,14.670999999999731,19.00100000000017,14.28099999999974,18.86100000000015,0.001,7.8509999999998765,20.000000000000327,0.5,3.141592653589793,-1.5707963267948966,1.3207963267948966,3.413130881112406e-18,0.03194933038239825,0.008158003401567198,-2.955399534701514e-18,True,"Uses closure mode 'minimal_trace' with standard static scalar-multiplet stress bookkeeping and the corresponding configured Ricci-feedback rule. Ordered-state seeds are mapped into small regular-origin component amplitudes using central_amplitude_base * exp(omega), with the ordered map supplying component direction. Any non-baseline closure mode should be read as a numerical stress variant, not a uniquely derived fresh-tree closure for the xi R |q|^2 model."
rich_nbhd_13,rich_neighborhood,ordered_rich_anchor_neighborhood,minimal_trace,True,,2000,20.001000000000328,False,True,0.01489634712144958,0.0014455251404939008,0.1082188762469576,0.00784699578837507,0.03297442541400256,32974425414.002563,14.670999999999731,19.00100000000017,14.28099999999974,18.86100000000015,0.001,7.8509999999998765,20.000000000000327,0.5,3.141592653589793,-1.5707963267948966,1.5707963267948966,4.0382024536981375e-18,0.03297442541400256,2.0191012268490684e-18,-2.019101226849069e-18,True,"Uses closure mode 'minimal_trace' with standard static scalar-multiplet stress bookkeeping and the corresponding configured Ricci-feedback rule. Ordered-state seeds are mapped into small regular-origin component amplitudes using central_amplitude_base * exp(omega), with the ordered map supplying component direction. Any non-baseline closure mode should be read as a numerical stress variant, not a uniquely derived fresh-tree closure for the xi R |q|^2 model."
rich_nbhd_14,rich_neighborhood,ordered_rich_anchor_neighborhood,minimal_trace,True,,2000,20.001000000000328,False,True,0.01489634712144954,0.0014455251404938952,0.10821887624695685,0.007846995788375038,0.03297442541400256,32974425414.002563,14.670999999999731,19.00100000000017,14.28099999999974,18.86100000000015,0.001,7.8509999999998765,20.000000000000327,0.5,3.141592653589793,-1.5707963267948966,1.8207963267948966,4.4121981564286536e-18,0.03194933038239825,-0.008158003401567193,-9.572649840690167e-19,True,"Uses closure mode 'minimal_trace' with standard static scalar-multiplet stress bookkeeping and the corresponding configured Ricci-feedback rule. Ordered-state seeds are mapped into small regular-origin component amplitudes using central_amplitude_base * exp(omega), with the ordered map supplying component direction. Any non-baseline closure mode should be read as a numerical stress variant, not a uniquely derived fresh-tree closure for the xi R |q|^2 model."
rich_nbhd_15,rich_neighborhood,ordered_rich_anchor_neighborhood,minimal_trace,True,,2000,20.001000000000328,False,True,0.014896347121449506,0.0014455251404938952,0.10821887624695689,0.007846995788375045,0.03297442541400256,16.306908622413353,14.670999999999731,19.00100000000017,14.28099999999974,18.86100000000015,0.001,7.8509999999998765,20.000000000000327,0.5,3.141592653589793,-1.3207963267948966,1.3207963267948966,-0.002018322341159587,0.030956103072842973,0.00790439083213615,-0.007904390832136152,True,"Uses closure mode 'minimal_trace' with standard static scalar-multiplet stress bookkeeping and the corresponding configured Ricci-feedback rule. Ordered-state seeds are mapped into small regular-origin component amplitudes using central_amplitude_base * exp(omega), with the ordered map supplying component direction. Any non-baseline closure mode should be read as a numerical stress variant, not a uniquely derived fresh-tree closure for the xi R |q|^2 model."
rich_nbhd_16,rich_neighborhood,ordered_rich_anchor_neighborhood,minimal_trace,True,,2000,20.001000000000328,False,True,0.01489634712144954,0.0014455251404938952,0.10821887624695685,0.007846995788375038,0.03297442541400256,32974425414.002563,14.670999999999731,19.00100000000017,14.28099999999974,18.86100000000015,0.001,7.8509999999998765,20.000000000000327,0.5,3.141592653589793,-1.3207963267948966,1.5707963267948966,3.413130881112406e-18,0.03194933038239825,9.572649840690165e-19,-0.008158003401567198,True,"Uses closure mode 'minimal_trace' with standard static scalar-multiplet stress bookkeeping and the corresponding configured Ricci-feedback rule. Ordered-state seeds are mapped into small regular-origin component amplitudes using central_amplitude_base * exp(omega), with the ordered map supplying component direction. Any non-baseline closure mode should be read as a numerical stress variant, not a uniquely derived fresh-tree closure for the xi R |q|^2 model."
rich_nbhd_17,rich_neighborhood,ordered_rich_anchor_neighborhood,minimal_trace,True,,2000,20.001000000000328,False,True,0.014896347121449506,0.0014455251404938952,0.10821887624695689,0.007846995788375045,0.03297442541400256,16.306908622413296,14.670999999999731,19.00100000000017,14.28099999999974,18.86100000000015,0.001,7.8509999999998765,20.000000000000327,0.5,3.141592653589793,-1.3207963267948966,1.8207963267948966,0.002018322341159594,0.030956103072842973,-0.007904390832136149,-0.00790439083213615,True,"Uses closure mode 'minimal_trace' with standard static scalar-multiplet stress bookkeeping and the corresponding configured Ricci-feedback rule. Ordered-state seeds are mapped into small regular-origin component amplitudes using central_amplitude_base * exp(omega), with the ordered map supplying component direction. Any non-baseline closure mode should be read as a numerical stress variant, not a uniquely derived fresh-tree closure for the xi R |q|^2 model."
rich_nbhd_18,rich_neighborhood,ordered_rich_anchor_neighborhood,minimal_trace,True,,2000,20.001000000000328,False,True,0.01489634712144948,0.0014455251404938963,0.10821887624695692,0.00784699578837504,0.03297442541400256,5.694723776388932,14.670999999999731,19.00100000000017,14.28099999999974,18.86100000000015,0.001,7.8509999999998765,20.000000000000327,0.5,3.391592653589793,-1.8207963267948966,1.3207963267948966,-0.005703084875946813,0.03049309373328736,0.005703084875946823,0.009614240050678088,True,"Uses closure mode 'minimal_trace' with standard static scalar-multiplet stress bookkeeping and the corresponding configured Ricci-feedback rule. Ordered-state seeds are mapped into small regular-origin component amplitudes using central_amplitude_base * exp(omega), with the ordered map supplying component direction. Any non-baseline closure mode should be read as a numerical stress variant, not a uniquely derived fresh-tree closure for the xi R |q|^2 model."
rich_nbhd_19,rich_neighborhood,ordered_rich_anchor_neighborhood,minimal_trace,True,,2000,20.001000000000328,False,True,0.014896347121449504,0.001445525140493895,0.10821887624695689,0.007846995788375041,0.032974425414002556,4.05002977734241,14.670999999999731,19.00100000000017,14.28099999999974,18.86100000000015,0.001,7.8509999999998765,20.000000000000327,0.5,3.391592653589793,-1.8207963267948966,1.5707963267948966,-0.007904390832136142,0.030956103072842973,-0.0020183223411595866,0.007904390832136147,True,"Uses closure mode 'minimal_trace' with standard static scalar-multiplet stress bookkeeping and the corresponding configured Ricci-feedback rule. Ordered-state seeds are mapped into small regular-origin component amplitudes using central_amplitude_base * exp(omega), with the ordered map supplying component direction. Any non-baseline closure mode should be read as a numerical stress variant, not a uniquely derived fresh-tree closure for the xi R |q|^2 model."
rich_nbhd_20,rich_neighborhood,ordered_rich_anchor_neighborhood,minimal_trace,True,,2000,20.001000000000328,False,True,0.014896347121449568,0.0014455251404938978,0.10821887624695728,0.007846995788375059,0.03297442541400256,3.280727783377846,14.670999999999731,19.00100000000017,14.28099999999974,18.86100000000015,0.001,7.8509999999998765,20.000000000000327,0.5,3.391592653589793,-1.8207963267948966,1.8207963267948966,-0.009614240050678088,0.02949441185677788,-0.00961424005067809,0.00570308487594682,True,"Uses closure mode 'minimal_trace' with standard static scalar-multiplet stress bookkeeping and the corresponding configured Ricci-feedback rule. Ordered-state seeds are mapped into small regular-origin component amplitudes using central_amplitude_base * exp(omega), with the ordered map supplying component direction. Any non-baseline closure mode should be read as a numerical stress variant, not a uniquely derived fresh-tree closure for the xi R |q|^2 model."
rich_nbhd_21,rich_neighborhood,ordered_rich_anchor_neighborhood,minimal_trace,True,,2000,20.001000000000328,False,True,0.014896347121449506,0.0014455251404938952,0.10821887624695689,0.007846995788375045,0.03297442541400256,4.0500297773424085,14.670999999999731,19.00100000000017,14.28099999999974,18.86100000000015,0.001,7.8509999999998765,20.000000000000327,0.5,3.391592653589793,-1.5707963267948966,1.3207963267948966,-0.007904390832136145,0.030956103072842973,0.007904390832136152,0.0020183223411595875,True,"Uses closure mode 'minimal_trace' with standard static scalar-multiplet stress bookkeeping and the corresponding configured Ricci-feedback rule. Ordered-state seeds are mapped into small regular-origin component amplitudes using central_amplitude_base * exp(omega), with the ordered map supplying component direction. Any non-baseline closure mode should be read as a numerical stress variant, not a uniquely derived fresh-tree closure for the xi R |q|^2 model."
rich_nbhd_22,rich_neighborhood,ordered_rich_anchor_neighborhood,minimal_trace,True,,2000,20.001000000000328,False,True,0.01489634712144954,0.0014455251404938956,0.10821887624695689,0.007846995788375038,0.03297442541400257,3.916317364645954,14.670999999999731,19.00100000000017,14.28099999999974,18.86100000000015,0.001,7.8509999999998765,20.000000000000327,0.5,3.391592653589793,-1.5707963267948966,1.5707963267948966,-0.008158003401567191,0.03194933038239826,2.4558658970433896e-18,-1.4567986217271412e-18,True,"Uses closure mode 'minimal_trace' with standard static scalar-multiplet stress bookkeeping and the corresponding configured Ricci-feedback rule. Ordered-state seeds are mapped into small regular-origin component amplitudes using central_amplitude_base * exp(omega), with the ordered map supplying component direction. Any non-baseline closure mode should be read as a numerical stress variant, not a uniquely derived fresh-tree closure for the xi R |q|^2 model."
rich_nbhd_23,rich_neighborhood,ordered_rich_anchor_neighborhood,minimal_trace,True,,2000,20.001000000000328,False,True,0.014896347121449504,0.001445525140493895,0.10821887624695689,0.007846995788375041,0.03297442541400256,4.05002977734241,14.670999999999731,19.00100000000017,14.28099999999974,18.86100000000015,0.001,7.8509999999998765,20.000000000000327,0.5,3.391592653589793,-1.5707963267948966,1.8207963267948966,-0.007904390832136142,0.030956103072842973,-0.007904390832136147,-0.00201832234115959,True,"Uses closure mode 'minimal_trace' with standard static scalar-multiplet stress bookkeeping and the corresponding configured Ricci-feedback rule. Ordered-state seeds are mapped into small regular-origin component amplitudes using central_amplitude_base * exp(omega), with the ordered map supplying component direction. Any non-baseline closure mode should be read as a numerical stress variant, not a uniquely derived fresh-tree closure for the xi R |q|^2 model."
